0.4385,0.0881,1.0361,-0.6332,-0.6332,0.145
0.4375,0.0867,1.0461,-0.4883,-0.3967,0.2136
0.4407,0.0928,1.0349,-0.3586,0.2823,0.3738
0.4338,0.0894,1.043,-0.4425,-0.5417,0.2518
0.4348,0.0928,1.0374,0.0916,-0.8698,0.2441
0.4363,0.0876,1.0413,-0.0076,-1.236,0.3586
0.4355,0.0803,1.0288,-0.4272,-1.1368,0.2975
0.449,0.0879,1.0393,-0.473,-0.1068,0.2518
0.4377,0.0925,1.0398,-0.6332,0.4959,0.2365
0.4353,0.0945,1.0388,-0.3357,-0.7172,0.3586
0.4402,0.0933,1.0388,-0.2823,-1.0986,0.351
0.4385,0.0884,1.0356,-0.4578,-0.2365,0.5112
0.4343,0.0884,1.0381,-0.6027,-0.0763,0.412
0.4294,0.0925,1.0415,-0.4883,-0.7172,0.3586
0.4426,0.0911,1.0359,-0.473,-0.267,0.4578
0.4456,0.0967,1.042,-0.4272,-0.473,0.2823
0.4465,0.0945,1.0425,-0.6104,-0.4044,0.145
0.4397,0.0952,1.0364,-0.5569,-0.0687,0.3891
0.4297,0.0908,1.0352,-0.4654,-0.1297,0.5341
0.4421,0.0933,1.0356,-0.5264,-0.1678,0.6943
0.4329,0.0901,1.0354,-0.7019,-0.5722,0.3662
0.4399,0.0933,1.032,-1.1063,-0.4272,-0.0381
0.4373,0.0923,1.0422,-0.4654,-0.0687,0.2365
0.4358,0.0869,1.0403,-1.2054,0.1526,0.4349
0.4363,0.085,1.0432,-0.8926,0.1831,0.4578
0.4258,0.084,1.0388,-0.6027,-1.0605,1.3962
0.4392,0.0901,1.0381,-0.8545,-1.5488,0.8774
0.4363,0.0923,1.0334,0.1297,-0.5264,1.2589
0.439,0.0881,1.0273,-0.2747,-2.0981,1.4877
0.4331,0.0886,1.0374,-0.7401,0.4196,0.9995
0.4309,0.0891,1.04,-0.679,-1.297,1.358
0.4417,0.0916,1.0315,0.0305,-1.0529,0.8011
0.4468,0.0903,1.0295,-0.3433,-0.2899,0.7401
0.4397,0.0872,1.0432,-0.473,-1.4114,0.8392
0.4329,0.0869,1.0378,-0.6485,-0.5035,0.8392
0.4478,0.0884,1.0317,-0.7935,-2.0752,0.9995
0.4548,0.0784,1.0376,-1.0376,-0.1984,1.2283
0.4365,0.0967,1.0369,-1.0223,0.206,0.4654
0.4434,0.0903,1.0369,-0.4272,-1.0605,0.7553
0.4373,0.0928,1.0371,-0.5035,-0.8621,0.5417
0.4373,0.0928,1.0371,-0.5035,-0.8621,0.5417
0.4407,0.0898,1.0381,-0.6866,-1.0071,0.7019
0.4441,0.0942,1.0466,-0.6714,-0.2823,0.5112
0.4382,0.0881,1.0518,-0.7629,0.2136,0.3357
0.4358,0.0906,1.0349,-0.7935,-0.9613,0.7935
0.4456,0.0906,1.043,-0.4425,-0.7935,0.8621
0.4363,0.092,1.0325,-0.4196,-0.7477,0.8774
0.4373,0.0898,1.031,-1.1139,-1.915,1.6708
0.4561,0.0928,1.0388,-0.4349,-0.9003,0.7477
0.4331,0.0791,1.0374,-0.8545,0.4272,0.9308
0.4355,0.0881,1.0447,-0.2823,-1.7776,0.4501
0.4397,0.0835,1.0295,-0.6332,-0.3967,0.8087
0.4441,0.0891,1.05,-0.3738,-0.4196,0.5493
0.4441,0.0891,1.05,-0.3738,-0.4196,0.5493
0.4341,0.0898,1.032,-0.4349,-0.3281,0.6485
0.4363,0.0879,1.0356,-0.3662,-0.9079,0.5569
0.4417,0.0872,1.0347,-0.7553,-0.7858,0.8087
0.4463,0.0808,1.031,-0.7935,-0.4044,0.7782
0.4456,0.0891,1.0437,-0.5722,0.145,0.6027
0.4436,0.0967,1.043,-0.7706,0.0,0.3281
0.4385,0.0867,1.0344,-0.206,-0.4883,0.412
0.4407,0.0874,1.0278,-0.2289,-0.679,0.5341
0.4402,0.0925,1.0315,-0.5875,-0.6256,0.9308
0.4404,0.0835,1.04,-0.4501,0.2823,0.2747
0.4453,0.084,1.0315,-0.3586,-0.5417,0.6943
0.4507,0.084,1.0327,-0.4578,0.5112,0.3891
0.447,0.0938,1.0334,-0.7172,-0.1373,0.4196
0.4377,0.0869,1.0393,-0.4349,-1.1063,0.8774
0.4419,0.0933,1.0376,-0.8011,-0.8926,0.8774
0.4512,0.0867,1.0342,-0.5875,-0.7248,0.4959
0.4473,0.0957,1.0403,-0.7477,0.0,0.4883
0.4468,0.0906,1.0361,-0.7172,-0.8316,0.4959
0.4351,0.0808,1.0427,-0.7706,-0.2823,0.4272
0.439,0.0886,1.0361,-0.6714,-0.0687,0.0534
0.4595,0.0901,1.0391,-0.679,-0.3281,0.4349
0.4424,0.0913,1.0374,-0.473,-1.8845,0.4807
0.4595,0.0901,1.0391,-0.679,-0.3281,0.4349
0.449,0.0933,1.0303,-0.6256,0.2365,0.3357
0.4387,0.0874,1.041,-0.4501,-0.9766,0.5035
0.4426,0.0935,1.0366,-0.473,-1.1673,0.4959
0.4436,0.0867,1.0388,-0.4959,-0.6561,0.351
0.4346,0.0916,1.0369,-0.7019,-0.5417,0.473
0.4517,0.0913,1.0408,-0.6485,-0.206,0.3357
0.4417,0.093,1.0349,-0.6638,0.9537,-0.3662
0.4316,0.0842,1.0391,-0.7324,0.4654,0.3662
0.4395,0.082,1.0383,-0.4044,-0.4272,0.5035
0.4397,0.0896,1.0352,-0.6485,-0.6943,0.4349
0.4514,0.0889,1.0371,-0.6866,-0.4959,0.473
0.4407,0.0947,1.0413,-0.4501,-1.3809,0.4578
0.4458,0.0911,1.0398,-0.6485,-0.5493,0.267
0.4382,0.0938,1.0305,-0.4501,-0.5493,0.3967
0.4412,0.083,1.0303,-0.9308,-0.0381,0.4044
0.4434,0.0886,1.0278,-0.9155,-0.3662,0.4654
0.4426,0.0884,1.05,-0.7019,-0.6943,0.0916
0.4407,0.0913,1.0386,-0.3128,-0.7629,0.2136
0.4358,0.0867,1.0244,-0.4425,-0.8621,0.351
0.4446,0.0881,1.0366,-0.2594,-1.1215,0.4654
0.4521,0.0881,1.03,-0.3128,0.061,0.2975
0.447,0.0911,1.0332,-0.3281,0.1221,-0.1068
0.4436,0.0854,1.0425,-0.5341,0.8926,0.1297
0.438,0.082,1.0334,-0.2365,0.3052,0.3204
0.4387,0.0891,1.0354,-0.7553,1.2894,0.2518
0.4377,0.0876,1.0369,-0.7248,0.5112,0.1526
0.4443,0.0852,1.041,-0.5951,-0.4196,0.3662
0.4397,0.0916,1.0388,-0.8469,0.5112,0.3052
0.4358,0.0837,1.0283,-0.6943,-0.7324,0.4272
0.4407,0.0859,1.0364,-0.061,-1.0071,0.6714
0.4387,0.0852,1.0405,-0.3738,-0.3128,0.5417
0.4373,0.0874,1.0371,-0.1831,-1.1063,0.7935
0.4485,0.0898,1.033,-0.1297,-0.9232,0.6714
0.4429,0.0916,1.0298,-0.1602,-0.7248,0.5417
0.4397,0.0906,1.0383,-0.3128,-0.7095,0.7629
0.4438,0.0935,1.0332,-0.2213,-0.6485,0.8163
0.4426,0.0867,1.032,-0.1297,-1.0529,0.9689
0.4507,0.092,1.0308,-0.3815,-0.824,0.3891
0.4495,0.0977,1.0295,-0.7248,0.3662,0.351
0.4312,0.0884,1.0425,-0.6561,0.0763,0.5646
0.4363,0.083,1.033,-0.2441,-1.0681,0.6104
0.4441,0.0901,1.0417,-0.2136,-0.5417,0.2899
0.4441,0.0901,1.0417,-0.2136,-0.5417,0.2899
0.4478,0.084,1.0339,-0.3738,-0.6714,0.412
0.4392,0.0872,1.0356,-0.6332,-0.2365,0.2594
0.4399,0.0925,1.0352,-0.3738,-0.3204,0.1297
0.4475,0.0825,1.0339,-0.5188,-1.1978,0.5722
0.4485,0.0859,1.03,-0.6332,0.1221,-0.1373
0.4485,0.0859,1.03,-0.6332,0.1221,-0.1373
0.4485,0.0859,1.03,-0.6332,0.1221,-0.1373
0.4509,0.0923,1.0334,-0.7477,0.473,0.2975
0.4504,0.0957,1.0325,-0.3662,-0.6638,-0.0381
0.4441,0.0901,1.0281,-0.145,-1.7395,0.4272
0.439,0.0896,1.0371,-0.1221,-1.5717,0.9079
0.4463,0.0837,1.041,-0.4044,-0.1373,0.0305
0.45,0.0874,1.0349,-0.6638,0.5417,0.1144
0.449,0.0886,1.0271,-0.7401,-0.0153,0.2747
0.4431,0.0959,1.0408,-0.6638,-0.061,0.1144
0.4473,0.0833,1.0215,-1.0376,-0.3738,0.7248
0.439,0.0845,1.0398,-0.9308,-0.7401,0.5035
0.4392,0.0898,1.033,-1.0147,-0.1831,0.3738
0.4434,0.0886,1.0403,-0.6561,0.1907,0.145
0.4507,0.0847,1.0325,-0.8545,-0.0839,0.1678
0.4487,0.0867,1.0383,-0.679,-0.351,0.4272
0.4463,0.0901,1.0457,-0.3738,-0.2441,0.1526
0.4373,0.1028,1.0374,-0.5188,-0.6866,0.4883
0.4456,0.0916,1.0413,-0.6485,-1.2665,0.1984
0.4487,0.0867,1.0386,-0.4807,-0.5341,0.061
0.4431,0.084,1.0403,-0.7401,0.2365,0.3357
0.4365,0.0872,1.0359,-0.8087,-0.1984,0.267
0.4417,0.0862,1.0347,-0.5264,-0.5722,0.5646
0.4412,0.0874,1.0359,-0.679,-0.061,0.145
0.4397,0.0857,1.0366,-0.7019,-0.0992,0.5569
0.4434,0.0867,1.0312,-0.3586,-0.4654,0.3281
0.4434,0.0867,1.0312,-0.3586,-0.4654,0.3281
0.4458,0.0898,1.0369,-0.2594,-0.1984,0.1907
0.447,0.0867,1.0364,-0.4272,-0.061,0.1678
0.4412,0.0886,1.0403,-0.2747,-0.5722,0.2899
0.4412,0.0886,1.0403,-0.2747,-0.5722,0.2899
0.4412,0.0886,1.0403,-0.2747,-0.5722,0.2899
0.4446,0.0918,1.0334,-0.2518,-0.3662,0.0763
0.4436,0.0884,1.0227,-0.0992,-0.061,0.3052
0.4421,0.0896,1.0352,-0.4349,-0.412,0.0916
0.4443,0.0903,1.0371,-0.5035,-0.1831,0.1678
0.4473,0.0796,1.03,-0.7019,-0.351,0.6561
0.4558,0.0881,1.0435,-0.8545,0.9766,0.0153
0.4277,0.0837,1.0366,-0.0763,-1.0452,0.4883
0.4368,0.0908,1.0547,-0.5264,0.9995,-0.1984
0.4492,0.0925,1.0349,-0.0687,-0.6104,0.3052
0.4514,0.0942,1.0356,-0.0763,0.5722,0.4654
0.4434,0.0879,1.0364,-0.0076,-1.3046,0.3433
0.4314,0.0913,1.03,-0.2136,0.1373,0.2289
0.4473,0.0881,1.0339,-0.2518,-0.1678,0.1221
0.4399,0.0933,1.0334,-0.2441,0.1755,-0.0076
0.4414,0.092,1.043,-0.4654,-0.1373,0.0153
0.4412,0.0881,1.0393,-0.5112,-0.3738,0.1984
0.4495,0.0945,1.0249,-0.8469,0.1678,0.1068
0.4402,0.0854,1.0339,-0.7172,0.3433,-0.1831
0.4412,0.093,1.0464,-0.6332,-1.1292,0.0229
0.4465,0.0901,1.0388,-0.5264,-0.7629,0.0229
0.439,0.0862,1.0437,-0.3891,-0.6332,0.0839
0.439,0.092,1.0376,-0.9232,-0.1984,-0.1373
0.4377,0.085,1.0312,-0.946,0.0839,0.5341
0.4453,0.0911,1.0337,-0.5951,0.6561,0.1221
0.4453,0.0911,1.0337,-0.5951,0.6561,0.1221
0.4463,0.092,1.0239,-0.5035,0.1144,-0.1221
0.4324,0.0933,1.0393,-0.5264,-0.4196,0.2518
0.4448,0.0898,1.0386,-0.4501,-0.1678,0.3128
0.4448,0.093,1.041,-0.2365,-0.8469,0.3204
0.4529,0.0913,1.0403,-0.3433,-0.2136,0.2975
0.4443,0.0906,1.0339,-0.4349,-0.7858,0.5493
0.438,0.0869,1.0342,-0.7935,0.7706,0.0687
0.4436,0.0886,1.03,-0.4501,0.2365,0.0992
0.4333,0.0916,1.0415,-0.3281,0.061,0.3052
0.4421,0.094,1.0342,-0.3662,0.7477,-0.0229
0.4331,0.0911,1.0356,-0.6332,0.2365,0.2823
0.4368,0.0889,1.0315,-0.5112,-0.8698,0.3586
0.447,0.0884,1.0325,-0.6027,-0.0153,0.4349
0.4482,0.0874,1.0251,-1.1139,0.4959,0.3891
0.4451,0.0864,1.0479,-0.6866,0.5569,0.4578
0.4321,0.0952,1.043,-0.6714,-0.1068,0.2747
0.4382,0.0852,1.0376,-0.4272,-0.7553,0.1907
0.4373,0.0913,1.0374,-0.7477,0.0,0.0458
0.4404,0.0945,1.0413,-0.7782,0.145,0.1526
0.4451,0.095,1.0359,-0.7019,0.9689,-0.0763
0.4453,0.0923,1.0398,-0.9995,0.6256,0.3052
0.438,0.0872,1.0366,-1.0147,1.0376,-0.0839
0.4363,0.0933,1.04,-0.8545,-0.145,0.2213
0.439,0.0876,1.0266,-0.9613,0.6409,0.2289
0.4431,0.0828,1.0474,-0.9766,-0.3891,0.4425
0.4368,0.0906,1.0427,-0.9003,0.8392,0.4425
0.4421,0.0918,1.0317,-1.1444,0.0076,0.4196
0.439,0.0889,1.0476,-0.7401,-0.1831,0.1373
0.4392,0.0896,1.0374,-0.9003,0.0916,0.1221
