0.2573,0.946,-0.1562,-0.0763,-0.9842,0.1602
0.272,0.9434,-0.1423,0.0992,-4.0207,0.3738
0.2737,0.9395,-0.1448,0.0381,-1.9913,0.0381
0.2559,0.9417,-0.1616,-0.9079,-1.6022,0.4349
0.2571,0.9392,-0.1511,-0.8316,-3.3112,0.3052
0.269,0.9399,-0.1492,-1.1368,-4.6768,0.6409
0.2737,0.9373,-0.1523,-1.6556,-3.8071,0.7477
0.2671,0.9436,-0.1484,-1.5259,-3.9062,0.4578
0.2656,0.9417,-0.1492,-1.1902,-4.9667,-0.1526
0.2708,0.9465,-0.1423,-1.03,-4.7379,-0.5112
0.2639,0.939,-0.1604,-0.2213,-5.6,-0.2975
0.2563,0.9424,-0.137,-0.5112,-5.5923,-0.0153
0.2693,0.9407,-0.1416,-1.4877,-4.8752,-0.4501
0.2693,0.9407,-0.1416,-1.4877,-4.8752,-0.4501
0.2747,0.9387,-0.1421,-0.1526,-6.3705,-0.7935
0.2712,0.9514,-0.1548,-0.5264,-5.4779,-0.9918
0.2615,0.9402,-0.1592,-1.0376,-4.6997,-1.152
0.248,0.9341,-0.1514,-0.7477,-6.0196,-1.4801
0.2537,0.9451,-0.1536,-0.7172,-6.7215,-1.0071
0.2537,0.9451,-0.1536,-0.7172,-6.7215,-1.0071
0.2563,0.9482,-0.1521,-1.1063,-4.0054,-0.5722
0.2456,0.9434,-0.157,-1.5564,-0.2518,0.1831
0.2478,0.9482,-0.1628,-1.2589,-0.5722,0.1755
0.2534,0.9424,-0.1562,-0.7477,-2.7237,-0.5722
0.2598,0.9351,-0.1531,-0.4578,-0.946,-0.412
0.2598,0.9351,-0.1531,-0.4578,-0.946,-0.412
0.2417,0.939,-0.1499,-1.3504,-1.1215,0.7172
0.2544,0.9395,-0.1492,-0.9537,-2.6398,0.351
0.248,0.9424,-0.1516,-0.6485,-1.7395,0.7935
0.2649,0.9404,-0.1626,-0.4807,-3.0899,0.4578
0.2505,0.9441,-0.1665,-0.4883,-0.1678,0.8316
0.2517,0.9443,-0.1611,-0.7095,-0.0458,0.7324
0.2568,0.9365,-0.1519,-0.8011,-1.4572,0.9308
0.2693,0.9412,-0.1501,-0.9613,-0.4501,0.5493
0.2549,0.9412,-0.1462,-1.1673,1.236,0.5341
0.2419,0.9395,-0.1594,-1.0986,-0.7248,1.0071
0.2524,0.9387,-0.1533,-0.8087,-2.7313,0.7095
0.2646,0.9485,-0.1399,-0.4654,-0.6866,0.6256
0.2617,0.9434,-0.1443,-0.2289,2.0065,0.1221
0.2383,0.9368,-0.1533,-0.5646,0.4501,0.0763
0.2432,0.9397,-0.157,-0.3815,-2.5024,0.4654
0.2549,0.9431,-0.1567,-0.5035,-2.5101,0.473
0.2524,0.9456,-0.1504,-0.7019,-1.5793,0.9689
0.2551,0.946,-0.1572,-0.9079,-1.7242,0.4044
0.2498,0.9392,-0.1521,-1.2207,-2.7008,0.2899
0.2576,0.9451,-0.1606,-0.8392,-2.9449,0.3891
0.2566,0.9441,-0.1553,-1.5335,-2.8229,0.3281
0.2278,0.9375,-0.1431,-0.6866,-0.7553,0.7935
0.2437,0.9446,-0.1497,-1.0681,1.442,0.4883
0.2642,0.9392,-0.1396,-1.0834,-0.0229,0.1755
0.2515,0.9319,-0.1519,0.0534,-3.7537,0.5646
0.2744,0.9495,-0.1484,0.3357,-2.8915,0.2975
0.2676,0.9463,-0.1423,-0.2823,0.618,0.1755
0.2561,0.9417,-0.1475,-0.2136,1.7471,-0.0839
0.2561,0.9417,-0.1475,-0.2136,1.7471,-0.0839
0.2649910824204586,0.9396567077667268,-0.1550104795601389,-0.4200829637894077,0.0870631207516459,0.2868747041674467
0.2585,0.9465,-0.1467,-0.4501,-4.9362,0.5264
0.2722,0.938,-0.1611,-0.5875,-1.2589,0.5875
0.2739,0.9407,-0.1487,-0.7935,1.9455,-0.0534
0.249,0.9375,-0.1492,-1.2283,3.2349,0.1144
0.2407,0.9429,-0.1523,-1.503,1.0757,-0.0229
0.2444,0.9519,-0.1506,-1.3428,-1.0986,-0.2289
0.2534,0.947,-0.1411,-1.503,-0.9766,-0.1144
0.2534,0.9426,-0.1514,-1.0681,-1.0071,-0.4959
0.2493,0.9409,-0.1438,-0.7477,0.1755,-0.1297
0.2432,0.9448,-0.1516,-0.3204,-0.6409,0.267
0.251,0.9495,-0.156,-0.3738,-0.7782,0.3204
0.24,0.9409,-0.146,-0.5646,0.206,0.1297
0.2512,0.938,-0.1438,-0.5417,-0.1373,0.6943
0.2544,0.9414,-0.1497,-0.1221,-0.412,0.0534
0.2544,0.9414,-0.1497,-0.1221,-0.412,0.0534
0.2603,0.9409,-0.1492,-0.3281,0.7248,0.061
0.2517,0.948,-0.1599,-0.4196,0.3281,0.2518
0.25,0.9473,-0.1541,-0.7782,0.4425,0.0305
0.2546,0.9446,-0.1514,-1.0834,-0.2747,-0.0153
0.2446,0.9409,-0.155,-0.7935,0.1068,-0.0305
0.2441,0.9456,-0.1521,-0.7172,0.2441,0.267
0.2534,0.9429,-0.1499,-0.5722,-1.091,0.1526
